rasn,prefix,as_path
396383,1.2.0.0/16,"(396383, 11796, 293, 10886, 27)"
396384,1.2.0.0/16,"(396384, 20115, 2152, 25)"
396387,1.2.0.0/16,"(396387, 7018, 3257, 10886, 27)"
396388,1.2.0.0/16,"(396388, 397131, 2906, 2152, 25)"
396389,1.2.0.0/16,"(396389, 15164, 14907, 2152, 25)"
396390,1.2.0.0/16,"(396390, 11537, 10886, 27)"
396391,1.2.0.0/16,"(396391, 81, 174, 10886, 27)"
396395,1.2.0.0/16,"(396395, 174, 10886, 27)"
396396,1.2.0.0/16,"(396396, 7029, 42, 10886, 27)"
396400,1.2.0.0/16,"(396400, 2495, 6939, 2152, 25)"
396402,1.2.0.0/16,"(396402, 6461, 10886, 27)"
396403,1.2.0.0/16,"(396403, 3356, 10886, 27)"
396405,1.2.0.0/16,"(396405, 174, 10886, 27)"
396406,1.2.0.0/16,"(396406, 174, 10886, 27)"
396408,1.2.0.0/16,"(396408, 174, 10886, 27)"
396410,1.2.0.0/16,"(396410, 10242, 7575, 2152, 25)"
396412,1.2.0.0/16,"(396412, 32298, 3356, 10886, 27)"
396415,1.2.0.0/16,"(396415, 7922, 42, 10886, 27)"
396417,1.2.0.0/16,"(396417, 2516, 2152, 25)"
396418,1.2.0.0/16,"(396418, 11404, 293, 10886, 27)"
396420,1.2.0.0/16,"(396420, 174, 10886, 27)"
396421,1.2.0.0/16,"(396421, 174, 10886, 27)"
396422,1.2.0.0/16,"(396422, 49544, 2152, 25)"
396423,1.2.0.0/16,"(396423, 399837, 26744, 9505, 2152, 25)"
396425,1.2.0.0/16,"(396425, 14041, 2152, 25)"
396426,1.2.0.0/16,"(396426, 10352, 14907, 2152, 25)"
396431,1.2.0.0/16,"(396431, 6939, 2152, 25)"
396432,1.2.0.0/16,"(396432, 4764, 2635, 2152, 25)"
396437,1.2.0.0/16,"(396437, 174, 10886, 27)"
396439,1.2.0.0/16,"(396439, 3356, 10886, 27)"
396440,1.2.0.0/16,"(396440, 3464, 174, 10886, 27)"
396442,1.2.0.0/16,"(396442, 286, 10886, 27)"
396443,1.2.0.0/16,"(396443, 6939, 2152, 25)"
396446,1.2.0.0/16,"(396446, 7018, 3257, 10886, 27)"
396447,1.2.0.0/16,"(396447, 174, 10886, 27)"
396448,1.2.0.0/16,"(396448, 60068, 2516, 2152, 25)"
396450,1.2.0.0/16,"(396450, 2152, 25)"
396452,1.2.0.0/16,"(396452, 701, 3257, 10886, 27)"
396455,1.2.0.0/16,"(396455, 3356, 10886, 27)"
396456,1.2.0.0/16,"(396456, 33490, 13335, 2152, 25)"
396457,1.2.0.0/16,"(396457, 7795, 293, 10886, 27)"
396458,1.2.0.0/16,"(396458, 3356, 10886, 27)"
396459,1.2.0.0/16,"(396459, 14877, 293, 10886, 27)"
396461,1.2.0.0/16,"(396461, 26725, 11796, 293, 10886, 27)"
396462,1.2.0.0/16,"(396462, 3737, 293, 10886, 27)"
396465,1.2.0.0/16,"(396465, 2152, 25)"
396469,1.2.0.0/16,"(396469, 10796, 6939, 2152, 25)"
396470,1.2.0.0/16,"(396470, 237, 293, 10886, 27)"
396472,1.2.0.0/16,"(396472, 6939, 2152, 25)"
396474,1.2.0.0/16,"(396474, 46887, 2906, 2152, 25)"
396475,1.2.0.0/16,"(396475, 852, 2635, 2152, 25)"
396476,1.2.0.0/16,"(396476, 20473, 293, 10886, 27)"
396477,1.2.0.0/16,"(396477, 812, 14907, 2152, 25)"
396479,1.2.0.0/16,"(396479, 40160, 6939, 2152, 25)"
396480,1.2.0.0/16,"(396480, 58057, 42, 10886, 27)"
396481,1.2.0.0/16,"(396481, 11404, 293, 10886, 27)"
396482,1.2.0.0/16,"(396482, 7018, 3257, 10886, 27)"
396483,1.2.0.0/16,"(396483, 3356, 10886, 27)"
396484,1.2.0.0/16,"(396484, 14051, 174, 10886, 27)"
396485,1.2.0.0/16,"(396485, 174, 10886, 27)"
396486,1.2.0.0/16,"(396486, 577, 174, 10886, 27)"
396488,1.2.0.0/16,"(396488, 13807, 19151, 2152, 25)"
396489,1.2.0.0/16,"(396489, 3356, 10886, 27)"
396491,1.2.0.0/16,"(396491, 4181, 42, 10886, 27)"
396492,1.2.0.0/16,"(396492, 3356, 10886, 27)"
396493,1.2.0.0/16,"(396493, 701, 3257, 10886, 27)"
396494,1.2.0.0/16,"(396494, 6079, 42, 10886, 27)"
396496,1.2.0.0/16,"(396496, 15305, 6939, 2152, 25)"
396497,1.2.0.0/16,"(396497, 62, 6939, 2152, 25)"
396499,1.2.0.0/16,"(396499, 3356, 10886, 27)"
396500,1.2.0.0/16,"(396500, 20473, 293, 10886, 27)"
396501,1.2.0.0/16,"(396501, 55195, 6461, 10886, 27)"
396502,1.2.0.0/16,"(396502, 6208, 199524, 2152, 25)"
396503,1.2.0.0/16,"(396503, 394256, 42, 10886, 27)"
396504,1.2.0.0/16,"(396504, 577, 174, 10886, 27)"
396505,1.2.0.0/16,"(396505, 7018, 3257, 10886, 27)"
396506,1.2.0.0/16,"(396506, 3356, 10886, 27)"
396507,1.2.0.0/16,"(396507, 13237, 42, 10886, 27)"
396508,1.2.0.0/16,"(396508, 7018, 3257, 10886, 27)"
396509,1.2.0.0/16,"(396509, 6939, 2152, 25)"
396510,1.2.0.0/16,"(396510, 812, 14907, 2152, 25)"
396512,1.2.0.0/16,"(396512, 3356, 10886, 27)"
396513,1.2.0.0/16,"(396513, 33667, 3356, 10886, 27)"
396514,1.2.0.0/16,"(396514, 701, 3257, 10886, 27)"
396515,1.2.0.0/16,"(396515, 6939, 2152, 25)"
396516,1.2.0.0/16,"(396516, 21949, 174, 10886, 27)"
396522,1.2.0.0/16,"(396522, 13536, 293, 10886, 27)"
396524,1.2.0.0/16,"(396524, 174, 10886, 27)"
396525,1.2.0.0/16,"(396525, 7018, 3257, 10886, 27)"
396527,1.2.0.0/16,"(396527, 174, 10886, 27)"
396528,1.2.0.0/16,"(396528, 174, 10886, 27)"
396530,1.2.0.0/16,"(396530, 3356, 10886, 27)"
396531,1.2.0.0/16,"(396531, 701, 3257, 10886, 27)"
396533,1.2.0.0/16,"(396533, 6461, 10886, 27)"
396534,1.2.0.0/16,"(396534, 174, 10886, 27)"
396535,1.2.0.0/16,"(396535, 174, 10886, 27)"
396536,1.2.0.0/16,"(396536, 6461, 10886, 27)"
396537,1.2.0.0/16,"(396537, 7029, 42, 10886, 27)"
396538,1.2.0.0/16,"(396538, 3356, 10886, 27)"
396540,1.2.0.0/16,"(396540, 7342, 2152, 25)"
396541,1.2.0.0/16,"(396541, 7342, 2152, 25)"
396542,1.2.0.0/16,"(396542, 7342, 2152, 25)"
396543,1.2.0.0/16,"(396543, 7342, 2152, 25)"
396544,1.2.0.0/16,"(396544, 7342, 2152, 25)"
396545,1.2.0.0/16,"(396545, 7342, 2152, 25)"
396546,1.2.0.0/16,"(396546, 7342, 2152, 25)"
396547,1.2.0.0/16,"(396547, 7342, 2152, 25)"
396549,1.2.0.0/16,"(396549, 7342, 2152, 25)"
396550,1.2.0.0/16,"(396550, 7342, 2152, 25)"
396551,1.2.0.0/16,"(396551, 7342, 2152, 25)"
396555,1.2.0.0/16,"(396555, 7342, 2152, 25)"
396560,1.2.0.0/16,"(396560, 7342, 2152, 25)"
396561,1.2.0.0/16,"(396561, 7342, 2152, 25)"
396563,1.2.0.0/16,"(396563, 7342, 2152, 25)"
396566,1.2.0.0/16,"(396566, 7342, 2152, 25)"
396567,1.2.0.0/16,"(396567, 7342, 2152, 25)"
396574,1.2.0.0/16,"(396574, 7342, 2152, 25)"
396575,1.2.0.0/16,"(396575, 7342, 2152, 25)"
396576,1.2.0.0/16,"(396576, 7342, 2152, 25)"
396583,1.2.0.0/16,"(396583, 7342, 2152, 25)"
396595,1.2.0.0/16,"(396595, 7342, 2152, 25)"
396599,1.2.0.0/16,"(396599, 7342, 2152, 25)"
396600,1.2.0.0/16,"(396600, 7342, 2152, 25)"
396602,1.2.0.0/16,"(396602, 7342, 2152, 25)"
396605,1.2.0.0/16,"(396605, 7342, 2152, 25)"
396606,1.2.0.0/16,"(396606, 7342, 2152, 25)"
396608,1.2.0.0/16,"(396608, 7342, 2152, 25)"
396615,1.2.0.0/16,"(396615, 7342, 2152, 25)"
396619,1.2.0.0/16,"(396619, 26415, 6939, 2152, 25)"
396620,1.2.0.0/16,"(396620, 26415, 6939, 2152, 25)"
396621,1.2.0.0/16,"(396621, 26415, 6939, 2152, 25)"
396624,1.2.0.0/16,"(396624, 26415, 6939, 2152, 25)"
396625,1.2.0.0/16,"(396625, 26415, 8298, 36236, 11164, 2152, 25)"
396627,1.2.0.0/16,"(396627, 26415, 6939, 2152, 25)"
396628,1.2.0.0/16,"(396628, 26415, 6939, 2152, 25)"
396629,1.2.0.0/16,"(396629, 26415, 6939, 2152, 25)"
396635,1.2.0.0/16,"(396635, 26415, 6939, 2152, 25)"
396642,1.2.0.0/16,"(396642, 26415, 6939, 2152, 25)"
396646,1.2.0.0/16,"(396646, 26415, 6939, 2152, 25)"
396652,1.2.0.0/16,"(396652, 26415, 6939, 2152, 25)"
396653,1.2.0.0/16,"(396653, 26415, 6939, 2152, 25)"
396654,1.2.0.0/16,"(396654, 26415, 6939, 2152, 25)"
396657,1.2.0.0/16,"(396657, 26415, 6939, 2152, 25)"
396658,1.2.0.0/16,"(396658, 26415, 6939, 2152, 25)"
396659,1.2.0.0/16,"(396659, 26415, 6939, 2152, 25)"
396664,1.2.0.0/16,"(396664, 26415, 6939, 2152, 25)"
396666,1.2.0.0/16,"(396666, 26415, 6939, 2152, 25)"
396675,1.2.0.0/16,"(396675, 26415, 6939, 2152, 25)"
396682,1.2.0.0/16,"(396682, 26415, 6939, 2152, 25)"
396683,1.2.0.0/16,"(396683, 26415, 6939, 2152, 25)"
396686,1.2.0.0/16,"(396686, 26415, 8298, 36236, 11164, 2152, 25)"
396688,1.2.0.0/16,"(396688, 26415, 6939, 2152, 25)"
396689,1.2.0.0/16,"(396689, 26415, 6939, 2152, 25)"
396690,1.2.0.0/16,"(396690, 26415, 6939, 2152, 25)"
396691,1.2.0.0/16,"(396691, 26415, 6939, 2152, 25)"
396692,1.2.0.0/16,"(396692, 26415, 6939, 2152, 25)"
396694,1.2.0.0/16,"(396694, 26415, 6939, 2152, 25)"
396702,1.2.0.0/16,"(396702, 26415, 6939, 2152, 25)"
396704,1.2.0.0/16,"(396704, 26415, 6939, 2152, 25)"
396707,1.2.0.0/16,"(396707, 26415, 6939, 2152, 25)"
396711,1.2.0.0/16,"(396711, 26415, 6939, 2152, 25)"
396712,1.2.0.0/16,"(396712, 26415, 6939, 2152, 25)"
396714,1.2.0.0/16,"(396714, 26415, 6939, 2152, 25)"
396726,1.2.0.0/16,"(396726, 26415, 6939, 2152, 25)"
396727,1.2.0.0/16,"(396727, 26415, 6939, 2152, 25)"
396729,1.2.0.0/16,"(396729, 26415, 6939, 2152, 25)"
396735,1.2.0.0/16,"(396735, 26415, 6939, 2152, 25)"
396737,1.2.0.0/16,"(396737, 26415, 6939, 2152, 25)"
396738,1.2.0.0/16,"(396738, 26415, 6939, 2152, 25)"
396739,1.2.0.0/16,"(396739, 26415, 6939, 2152, 25)"
396741,1.2.0.0/16,"(396741, 26415, 6939, 2152, 25)"
396747,1.2.0.0/16,"(396747, 26415, 6939, 2152, 25)"
396748,1.2.0.0/16,"(396748, 26415, 6939, 2152, 25)"
396749,1.2.0.0/16,"(396749, 26415, 6939, 2152, 25)"
396752,1.2.0.0/16,"(396752, 26415, 6939, 2152, 25)"
396759,1.2.0.0/16,"(396759, 26415, 6939, 2152, 25)"
396761,1.2.0.0/16,"(396761, 26415, 6939, 2152, 25)"
396826,1.2.0.0/16,"(396826, 7342, 2152, 25)"
396828,1.2.0.0/16,"(396828, 3356, 10886, 27)"
396831,1.2.0.0/16,"(396831, 7018, 3257, 10886, 27)"
396833,1.2.0.0/16,"(396833, 6079, 42, 10886, 27)"
396834,1.2.0.0/16,"(396834, 3356, 10886, 27)"
396835,1.2.0.0/16,"(396835, 6939, 2152, 25)"
396837,1.2.0.0/16,"(396837, 81, 174, 10886, 27)"
396839,1.2.0.0/16,"(396839, 174, 10886, 27)"
396840,1.2.0.0/16,"(396840, 174, 10886, 27)"
396841,1.2.0.0/16,"(396841, 6461, 10886, 27)"
396843,1.2.0.0/16,"(396843, 4181, 42, 10886, 27)"
396844,1.2.0.0/16,"(396844, 46887, 2906, 2152, 25)"
396846,1.2.0.0/16,"(396846, 3356, 10886, 27)"
396847,1.2.0.0/16,"(396847, 3356, 10886, 27)"
396848,1.2.0.0/16,"(396848, 46887, 2906, 2152, 25)"
396849,1.2.0.0/16,"(396849, 394437, 6939, 2152, 25)"
396850,1.2.0.0/16,"(396850, 174, 10886, 27)"
396856,1.2.0.0/16,"(396856, 13335, 2152, 25)"
396860,1.2.0.0/16,"(396860, 17077, 49544, 2152, 25)"
396861,1.2.0.0/16,"(396861, 3356, 10886, 27)"
396862,1.2.0.0/16,"(396862, 15164, 14907, 2152, 25)"
396865,1.2.0.0/16,"(396865, 40401, 293, 10886, 27)"
396866,1.2.0.0/16,"(396866, 395662, 293, 10886, 27)"
396867,1.2.0.0/16,"(396867, 46887, 2906, 2152, 25)"
396868,1.2.0.0/16,"(396868, 174, 10886, 27)"
396871,1.2.0.0/16,"(396871, 174, 10886, 27)"
396872,1.2.0.0/16,"(396872, 16713, 49544, 2152, 25)"
396873,1.2.0.0/16,"(396873, 174, 10886, 27)"
396875,1.2.0.0/16,"(396875, 13335, 2152, 25)"
396878,1.2.0.0/16,"(396878, 18883, 6939, 2152, 25)"
396879,1.2.0.0/16,"(396879, 174, 10886, 27)"
396881,1.2.0.0/16,"(396881, 29802, 293, 10886, 27)"
396882,1.2.0.0/16,"(396882, 6939, 2152, 25)"
396883,1.2.0.0/16,"(396883, 23314, 6939, 2152, 25)"
396884,1.2.0.0/16,"(396884, 7029, 42, 10886, 27)"
396885,1.2.0.0/16,"(396885, 7018, 3257, 10886, 27)"
396886,1.2.0.0/16,"(396886, 3356, 10886, 27)"
396890,1.2.0.0/16,"(396890, 3356, 10886, 27)"
396893,1.2.0.0/16,"(396893, 15830, 42, 10886, 27)"
396894,1.2.0.0/16,"(396894, 3356, 10886, 27)"
396895,1.2.0.0/16,"(396895, 46672, 174, 10886, 27)"
396896,1.2.0.0/16,"(396896, 174, 10886, 27)"
396897,1.2.0.0/16,"(396897, 3356, 10886, 27)"
396898,1.2.0.0/16,"(396898, 20141, 6939, 2152, 25)"
396899,1.2.0.0/16,"(396899, 21559, 49544, 2152, 25)"
396900,1.2.0.0/16,"(396900, 20115, 2152, 25)"
396904,1.2.0.0/16,"(396904, 8966, 42, 10886, 27)"
396905,1.2.0.0/16,"(396905, 14907, 2152, 25)"
396906,1.2.0.0/16,"(396906, 4258, 293, 10886, 27)"
396907,1.2.0.0/16,"(396907, 7018, 3257, 10886, 27)"
396908,1.2.0.0/16,"(396908, 6939, 2152, 25)"
396909,1.2.0.0/16,"(396909, 15164, 14907, 2152, 25)"
396910,1.2.0.0/16,"(396910, 3356, 10886, 27)"
396911,1.2.0.0/16,"(396911, 7018, 3257, 10886, 27)"
396912,1.2.0.0/16,"(396912, 7018, 3257, 10886, 27)"
396914,1.2.0.0/16,"(396914, 49544, 2152, 25)"
396916,1.2.0.0/16,"(396916, 174, 10886, 27)"
396917,1.2.0.0/16,"(396917, 7794, 14907, 2152, 25)"
396918,1.2.0.0/16,"(396918, 46887, 2906, 2152, 25)"
396919,1.2.0.0/16,"(396919, 16276, 2152, 25)"
396921,1.2.0.0/16,"(396921, 6461, 10886, 27)"
396922,1.2.0.0/16,"(396922, 174, 10886, 27)"
396924,1.2.0.0/16,"(396924, 3580, 293, 10886, 27)"
396927,1.2.0.0/16,"(396927, 7018, 3257, 10886, 27)"
396928,1.2.0.0/16,"(396928, 3356, 10886, 27)"
396930,1.2.0.0/16,"(396930, 12025, 49544, 2152, 25)"
396932,1.2.0.0/16,"(396932, 22687, 174, 10886, 27)"
396933,1.2.0.0/16,"(396933, 20141, 6939, 2152, 25)"
396934,1.2.0.0/16,"(396934, 7795, 293, 10886, 27)"
396935,1.2.0.0/16,"(396935, 174, 10886, 27)"
396936,1.2.0.0/16,"(396936, 62, 6939, 2152, 25)"
396937,1.2.0.0/16,"(396937, 17293, 174, 10886, 27)"
396939,1.2.0.0/16,"(396939, 4181, 11164, 2152, 25)"
396940,1.2.0.0/16,"(396940, 62, 6939, 2152, 25)"
396941,1.2.0.0/16,"(396941, 3356, 10886, 27)"
396943,1.2.0.0/16,"(396943, 6461, 10886, 27)"
396944,1.2.0.0/16,"(396944, 6461, 10886, 27)"
396945,1.2.0.0/16,"(396945, 13807, 19151, 2152, 25)"
396946,1.2.0.0/16,"(396946, 22652, 42, 10886, 27)"
396947,1.2.0.0/16,"(396947, 32709, 14907, 2152, 25)"
396948,1.2.0.0/16,"(396948, 174, 10886, 27)"
396949,1.2.0.0/16,"(396949, 174, 10886, 27)"
396951,1.2.0.0/16,"(396951, 209, 3257, 10886, 27)"
396952,1.2.0.0/16,"(396952, 3356, 10886, 27)"
396953,1.2.0.0/16,"(396953, 19754, 293, 10886, 27)"
396954,1.2.0.0/16,"(396954, 209, 3257, 10886, 27)"
396955,1.2.0.0/16,"(396955, 1299, 10886, 27)"
396956,1.2.0.0/16,"(396956, 11758, 293, 10886, 27)"
396957,1.2.0.0/16,"(396957, 3356, 10886, 27)"
396958,1.2.0.0/16,"(396958, 3356, 10886, 27)"
396959,1.2.0.0/16,"(396959, 701, 3257, 10886, 27)"
396960,1.2.0.0/16,"(396960, 209, 3257, 10886, 27)"
396961,1.2.0.0/16,"(396961, 11164, 2152, 25)"
396965,1.2.0.0/16,"(396965, 20115, 2152, 25)"
396966,1.2.0.0/16,"(396966, 8151, 2152, 25)"
396967,1.2.0.0/16,"(396967, 46887, 2906, 2152, 25)"
396969,1.2.0.0/16,"(396969, 11796, 293, 10886, 27)"
396970,1.2.0.0/16,"(396970, 174, 10886, 27)"
396971,1.2.0.0/16,"(396971, 13536, 293, 10886, 27)"
396973,1.2.0.0/16,"(396973, 13335, 2152, 25)"
396976,1.2.0.0/16,"(396976, 13649, 286, 42, 10886, 27)"
396977,1.2.0.0/16,"(396977, 7018, 3257, 10886, 27)"
396979,1.2.0.0/16,"(396979, 5650, 293, 10886, 27)"
396980,1.2.0.0/16,"(396980, 3356, 10886, 27)"
396982,1.2.0.0/16,"(396982, 15169, 2152, 25)"
396984,1.2.0.0/16,"(396984, 49544, 2152, 25)"
396986,1.2.0.0/16,"(396986, 2152, 25)"
396989,1.2.0.0/16,"(396989, 174, 10886, 27)"
396990,1.2.0.0/16,"(396990, 174, 10886, 27)"
396991,1.2.0.0/16,"(396991, 174, 10886, 27)"
396992,1.2.0.0/16,"(396992, 32440, 286, 42, 10886, 27)"
396993,1.2.0.0/16,"(396993, 14907, 2152, 25)"
396995,1.2.0.0/16,"(396995, 33491, 7922, 11164, 2152, 25)"
396997,1.2.0.0/16,"(396997, 6939, 2152, 25)"
396998,1.2.0.0/16,"(396998, 7575, 2152, 25)"
397000,1.2.0.0/16,"(397000, 7018, 3257, 10886, 27)"
397001,1.2.0.0/16,"(397001, 62646, 293, 10886, 27)"
397002,1.2.0.0/16,"(397002, 10674, 49544, 2152, 25)"
397003,1.2.0.0/16,"(397003, 53845, 286, 42, 10886, 27)"
397005,1.2.0.0/16,"(397005, 49544, 2152, 25)"
397006,1.2.0.0/16,"(397006, 36236, 293, 10886, 27)"
397007,1.2.0.0/16,"(397007, 174, 10886, 27)"
397008,1.2.0.0/16,"(397008, 6461, 10886, 27)"
397010,1.2.0.0/16,"(397010, 6461, 10886, 27)"
397012,1.2.0.0/16,"(397012, 32298, 3356, 10886, 27)"
397013,1.2.0.0/16,"(397013, 7018, 3257, 10886, 27)"
397015,1.2.0.0/16,"(397015, 3356, 10886, 27)"
397018,1.2.0.0/16,"(397018, 20205, 3856, 11164, 2152, 25)"
397019,1.2.0.0/16,"(397019, 27258, 174, 10886, 27)"
397021,1.2.0.0/16,"(397021, 7459, 14907, 2152, 25)"
397023,1.2.0.0/16,"(397023, 852, 2635, 2152, 25)"
397024,1.2.0.0/16,"(397024, 3356, 10886, 27)"
397025,1.2.0.0/16,"(397025, 286, 10886, 27)"
397026,1.2.0.0/16,"(397026, 174, 10886, 27)"
397027,1.2.0.0/16,"(397027, 174, 10886, 27)"
397028,1.2.0.0/16,"(397028, 174, 10886, 27)"
397029,1.2.0.0/16,"(397029, 6122, 6939, 2152, 25)"
397030,1.2.0.0/16,"(397030, 33651, 3356, 10886, 27)"
397031,1.2.0.0/16,"(397031, 49544, 2152, 25)"
397037,1.2.0.0/16,"(397037, 6620, 174, 10886, 27)"
397038,1.2.0.0/16,"(397038, 3356, 10886, 27)"
397039,1.2.0.0/16,"(397039, 53907, 6939, 2152, 25)"
397040,1.2.0.0/16,"(397040, 3356, 10886, 27)"
397041,1.2.0.0/16,"(397041, 1828, 11164, 2152, 25)"
397043,1.2.0.0/16,"(397043, 3356, 10886, 27)"
397044,1.2.0.0/16,"(397044, 32217, 19151, 2152, 25)"
397045,1.2.0.0/16,"(397045, 209, 3257, 10886, 27)"
397048,1.2.0.0/16,"(397048, 64213, 293, 10886, 27)"
397050,1.2.0.0/16,"(397050, 22773, 49544, 2152, 25)"
397051,1.2.0.0/16,"(397051, 15164, 14907, 2152, 25)"
397055,1.2.0.0/16,"(397055, 22773, 49544, 2152, 25)"
397056,1.2.0.0/16,"(397056, 701, 3257, 10886, 27)"
397057,1.2.0.0/16,"(397057, 30257, 174, 10886, 27)"
397059,1.2.0.0/16,"(397059, 16796, 6939, 2152, 25)"
397060,1.2.0.0/16,"(397060, 18779, 49544, 2152, 25)"
397061,1.2.0.0/16,"(397061, 5650, 293, 10886, 27)"
397062,1.2.0.0/16,"(397062, 33548, 293, 10886, 27)"
397064,1.2.0.0/16,"(397064, 3356, 10886, 27)"
397065,1.2.0.0/16,"(397065, 3356, 10886, 27)"
397066,1.2.0.0/16,"(397066, 3630, 49544, 2152, 25)"
397068,1.2.0.0/16,"(397068, 174, 10886, 27)"
397070,1.2.0.0/16,"(397070, 852, 2635, 2152, 25)"
397071,1.2.0.0/16,"(397071, 6939, 2152, 25)"
397072,1.2.0.0/16,"(397072, 21559, 49544, 2152, 25)"
397074,1.2.0.0/16,"(397074, 701, 3257, 10886, 27)"
397076,1.2.0.0/16,"(397076, 13335, 2152, 25)"
397077,1.2.0.0/16,"(397077, 33353, 2152, 25)"
397078,1.2.0.0/16,"(397078, 6939, 2152, 25)"
397080,1.2.0.0/16,"(397080, 7018, 3257, 10886, 27)"
397081,1.2.0.0/16,"(397081, 197071, 6939, 2152, 25)"
397082,1.2.0.0/16,"(397082, 7782, 7575, 2152, 25)"
397085,1.2.0.0/16,"(397085, 174, 10886, 27)"
397086,1.2.0.0/16,"(397086, 6461, 10886, 27)"
397088,1.2.0.0/16,"(397088, 6939, 2152, 25)"
397089,1.2.0.0/16,"(397089, 3356, 10886, 27)"
397091,1.2.0.0/16,"(397091, 5650, 293, 10886, 27)"
397092,1.2.0.0/16,"(397092, 4581, 174, 10886, 27)"
397093,1.2.0.0/16,"(397093, 6181, 32590, 2152, 25)"
397095,1.2.0.0/16,"(397095, 20205, 3856, 11164, 2152, 25)"
397097,1.2.0.0/16,"(397097, 6939, 2152, 25)"
397098,1.2.0.0/16,"(397098, 174, 10886, 27)"
397099,1.2.0.0/16,"(397099, 174, 10886, 27)"
397100,1.2.0.0/16,"(397100, 5511, 3257, 10886, 27)"
397103,1.2.0.0/16,"(397103, 174, 10886, 27)"
397105,1.2.0.0/16,"(397105, 3356, 10886, 27)"
397107,1.2.0.0/16,"(397107, 3356, 10886, 27)"
397109,1.2.0.0/16,"(397109, 46450, 42, 10886, 27)"
397110,1.2.0.0/16,"(397110, 23005, 1299, 10886, 27)"
397112,1.2.0.0/16,"(397112, 6325, 293, 10886, 27)"
397115,1.2.0.0/16,"(397115, 46887, 2906, 2152, 25)"
397116,1.2.0.0/16,"(397116, 27552, 2906, 2152, 25)"
397118,1.2.0.0/16,"(397118, 26744, 9505, 2152, 25)"
397120,1.2.0.0/16,"(397120, 40545, 49544, 2152, 25)"
397121,1.2.0.0/16,"(397121, 5650, 293, 10886, 27)"
397122,1.2.0.0/16,"(397122, 11796, 293, 10886, 27)"
397124,1.2.0.0/16,"(397124, 22773, 49544, 2152, 25)"
397125,1.2.0.0/16,"(397125, 174, 10886, 27)"
397126,1.2.0.0/16,"(397126, 6461, 10886, 27)"
397127,1.2.0.0/16,"(397127, 27552, 2906, 2152, 25)"
397128,1.2.0.0/16,"(397128, 6939, 2152, 25)"
397129,1.2.0.0/16,"(397129, 702, 1299, 10886, 27)"
397130,1.2.0.0/16,"(397130, 174, 10886, 27)"
397131,1.2.0.0/16,"(397131, 2906, 2152, 25)"
397133,1.2.0.0/16,"(397133, 13335, 2152, 25)"
397134,1.2.0.0/16,"(397134, 55140, 34927, 42, 10886, 27)"
397136,1.2.0.0/16,"(397136, 812, 14907, 2152, 25)"
397137,1.2.0.0/16,"(397137, 174, 10886, 27)"
397138,1.2.0.0/16,"(397138, 58057, 42, 10886, 27)"
397140,1.2.0.0/16,"(397140, 13693, 6939, 2152, 25)"
397141,1.2.0.0/16,"(397141, 20115, 2152, 25)"
397142,1.2.0.0/16,"(397142, 1828, 11164, 2152, 25)"
397145,1.2.0.0/16,"(397145, 13977, 174, 10886, 27)"
397146,1.2.0.0/16,"(397146, 7018, 3257, 10886, 27)"
397147,1.2.0.0/16,"(397147, 852, 2635, 2152, 25)"
397149,1.2.0.0/16,"(397149, 7018, 3257, 10886, 27)"
397150,1.2.0.0/16,"(397150, 7018, 3257, 10886, 27)"
397151,1.2.0.0/16,"(397151, 3356, 10886, 27)"
397155,1.2.0.0/16,"(397155, 3356, 10886, 27)"
397156,1.2.0.0/16,"(397156, 32425, 8220, 2152, 25)"
397157,1.2.0.0/16,"(397157, 3356, 10886, 27)"
397158,1.2.0.0/16,"(397158, 3356, 10886, 27)"
397161,1.2.0.0/16,"(397161, 174, 10886, 27)"
397162,1.2.0.0/16,"(397162, 4226, 6939, 2152, 25)"
397167,1.2.0.0/16,"(397167, 209, 3257, 10886, 27)"
397168,1.2.0.0/16,"(397168, 174, 10886, 27)"
397169,1.2.0.0/16,"(397169, 174, 10886, 27)"
397171,1.2.0.0/16,"(397171, 2381, 42, 10886, 27)"
397174,1.2.0.0/16,"(397174, 286, 10886, 27)"
397175,1.2.0.0/16,"(397175, 174, 10886, 27)"
397176,1.2.0.0/16,"(397176, 46887, 2906, 2152, 25)"
397177,1.2.0.0/16,"(397177, 812, 14907, 2152, 25)"
397179,1.2.0.0/16,"(397179, 4922, 6939, 2152, 25)"
397181,1.2.0.0/16,"(397181, 174, 10886, 27)"
397182,1.2.0.0/16,"(397182, 3356, 10886, 27)"
397183,1.2.0.0/16,"(397183, 286, 10886, 27)"
397185,1.2.0.0/16,"(397185, 15164, 14907, 2152, 25)"
397187,1.2.0.0/16,"(397187, 174, 10886, 27)"
397188,1.2.0.0/16,"(397188, 852, 2635, 2152, 25)"
397189,1.2.0.0/16,"(397189, 6181, 32590, 2152, 25)"
397190,1.2.0.0/16,"(397190, 701, 3257, 10886, 27)"
397192,1.2.0.0/16,"(397192, 6461, 10886, 27)"
397193,1.2.0.0/16,"(397193, 7342, 2152, 25)"
397194,1.2.0.0/16,"(397194, 7342, 2152, 25)"
397195,1.2.0.0/16,"(397195, 7342, 2152, 25)"
397196,1.2.0.0/16,"(397196, 7342, 2152, 25)"
397197,1.2.0.0/16,"(397197, 7342, 2152, 25)"
397198,1.2.0.0/16,"(397198, 7342, 2152, 25)"
