rasn,prefix,as_path
395744,1.2.0.0/16,"(395744, 3356, 10886, 27)"
395745,1.2.0.0/16,"(395745, 174, 10886, 27)"
395746,1.2.0.0/16,"(395746, 174, 10886, 27)"
395747,1.2.0.0/16,"(395747, 3356, 10886, 27)"
395748,1.2.0.0/16,"(395748, 174, 10886, 27)"
395749,1.2.0.0/16,"(395749, 5650, 293, 10886, 27)"
395750,1.2.0.0/16,"(395750, 13760, 293, 10886, 27)"
395751,1.2.0.0/16,"(395751, 22773, 49544, 2152, 25)"
395753,1.2.0.0/16,"(395753, 174, 10886, 27)"
395757,1.2.0.0/16,"(395757, 7018, 3257, 10886, 27)"
395759,1.2.0.0/16,"(395759, 812, 14907, 2152, 25)"
395760,1.2.0.0/16,"(395760, 3356, 10886, 27)"
395761,1.2.0.0/16,"(395761, 852, 2635, 2152, 25)"
395762,1.2.0.0/16,"(395762, 3356, 10886, 27)"
395767,1.2.0.0/16,"(395767, 7018, 3257, 10886, 27)"
395768,1.2.0.0/16,"(395768, 49544, 2152, 25)"
395769,1.2.0.0/16,"(395769, 20055, 2635, 2152, 25)"
395770,1.2.0.0/16,"(395770, 16905, 293, 10886, 27)"
395771,1.2.0.0/16,"(395771, 11854, 1828, 2152, 25)"
395772,1.2.0.0/16,"(395772, 4922, 6939, 2152, 25)"
395773,1.2.0.0/16,"(395773, 209, 3257, 10886, 27)"
395774,1.2.0.0/16,"(395774, 174, 10886, 27)"
395775,1.2.0.0/16,"(395775, 209, 3257, 10886, 27)"
395776,1.2.0.0/16,"(395776, 9318, 2152, 25)"
395777,1.2.0.0/16,"(395777, 174, 10886, 27)"
395778,1.2.0.0/16,"(395778, 13335, 2152, 25)"
395779,1.2.0.0/16,"(395779, 14103, 174, 10886, 27)"
395782,1.2.0.0/16,"(395782, 3356, 10886, 27)"
395783,1.2.0.0/16,"(395783, 6461, 10886, 27)"
395784,1.2.0.0/16,"(395784, 13335, 2152, 25)"
395788,1.2.0.0/16,"(395788, 3356, 10886, 27)"
395789,1.2.0.0/16,"(395789, 3356, 10886, 27)"
395790,1.2.0.0/16,"(395790, 11776, 49544, 2152, 25)"
395791,1.2.0.0/16,"(395791, 15290, 577, 7843, 11164, 2152, 25)"
395792,1.2.0.0/16,"(395792, 174, 10886, 27)"
395793,1.2.0.0/16,"(395793, 21859, 2152, 25)"
395795,1.2.0.0/16,"(395795, 6939, 2152, 25)"
395798,1.2.0.0/16,"(395798, 174, 10886, 27)"
395799,1.2.0.0/16,"(395799, 6079, 42, 10886, 27)"
395800,1.2.0.0/16,"(395800, 11404, 293, 10886, 27)"
395802,1.2.0.0/16,"(395802, 174, 10886, 27)"
395804,1.2.0.0/16,"(395804, 20055, 2635, 2152, 25)"
395806,1.2.0.0/16,"(395806, 701, 3257, 10886, 27)"
395807,1.2.0.0/16,"(395807, 271, 6509, 293, 10886, 27)"
395808,1.2.0.0/16,"(395808, 15191, 6423, 42, 10886, 27)"
395809,1.2.0.0/16,"(395809, 32787, 293, 10886, 27)"
395810,1.2.0.0/16,"(395810, 40264, 20115, 2152, 25)"
395812,1.2.0.0/16,"(395812, 3480, 3479, 49544, 2152, 25)"
395813,1.2.0.0/16,"(395813, 46887, 2906, 2152, 25)"
395814,1.2.0.0/16,"(395814, 3356, 10886, 27)"
395817,1.2.0.0/16,"(395817, 577, 174, 10886, 27)"
395818,1.2.0.0/16,"(395818, 3356, 10886, 27)"
395819,1.2.0.0/16,"(395819, 174, 10886, 27)"
395820,1.2.0.0/16,"(395820, 46887, 2906, 2152, 25)"
395821,1.2.0.0/16,"(395821, 26801, 6939, 2152, 25)"
395823,1.2.0.0/16,"(395823, 7575, 2152, 25)"
395824,1.2.0.0/16,"(395824, 3356, 10886, 27)"
395825,1.2.0.0/16,"(395825, 3356, 10886, 27)"
395828,1.2.0.0/16,"(395828, 1299, 10886, 27)"
395831,1.2.0.0/16,"(395831, 3356, 10886, 27)"
395832,1.2.0.0/16,"(395832, 174, 10886, 27)"
395834,1.2.0.0/16,"(395834, 174, 10886, 27)"
395835,1.2.0.0/16,"(395835, 33491, 7922, 11164, 2152, 25)"
395836,1.2.0.0/16,"(395836, 3356, 10886, 27)"
395837,1.2.0.0/16,"(395837, 3356, 10886, 27)"
395838,1.2.0.0/16,"(395838, 3855, 174, 10886, 27)"
395839,1.2.0.0/16,"(395839, 286, 42, 10886, 27)"
395842,1.2.0.0/16,"(395842, 3356, 10886, 27)"
395843,1.2.0.0/16,"(395843, 7029, 42, 10886, 27)"
395844,1.2.0.0/16,"(395844, 33651, 3356, 10886, 27)"
395846,1.2.0.0/16,"(395846, 3356, 10886, 27)"
395847,1.2.0.0/16,"(395847, 6325, 293, 10886, 27)"
395848,1.2.0.0/16,"(395848, 20205, 3856, 11164, 2152, 25)"
395849,1.2.0.0/16,"(395849, 286, 10886, 27)"
395850,1.2.0.0/16,"(395850, 7018, 3257, 10886, 27)"
395853,1.2.0.0/16,"(395853, 34549, 42, 10886, 27)"
395854,1.2.0.0/16,"(395854, 174, 10886, 27)"
395855,1.2.0.0/16,"(395855, 40328, 23473, 42, 10886, 27)"
395856,1.2.0.0/16,"(395856, 7922, 11164, 2152, 25)"
395857,1.2.0.0/16,"(395857, 209, 3257, 10886, 27)"
395858,1.2.0.0/16,"(395858, 7018, 3257, 10886, 27)"
395860,1.2.0.0/16,"(395860, 701, 3257, 10886, 27)"
395861,1.2.0.0/16,"(395861, 15305, 6939, 2152, 25)"
395862,1.2.0.0/16,"(395862, 400146, 14907, 2152, 25)"
395863,1.2.0.0/16,"(395863, 21949, 174, 10886, 27)"
395864,1.2.0.0/16,"(395864, 209, 3257, 10886, 27)"
395866,1.2.0.0/16,"(395866, 174, 10886, 27)"
395868,1.2.0.0/16,"(395868, 6300, 14907, 2152, 25)"
395871,1.2.0.0/16,"(395871, 11722, 6939, 2152, 25)"
395872,1.2.0.0/16,"(395872, 3356, 10886, 27)"
395876,1.2.0.0/16,"(395876, 5056, 34927, 42, 10886, 27)"
395877,1.2.0.0/16,"(395877, 174, 10886, 27)"
395878,1.2.0.0/16,"(395878, 6939, 2152, 25)"
395879,1.2.0.0/16,"(395879, 5650, 293, 10886, 27)"
395882,1.2.0.0/16,"(395882, 7018, 3257, 10886, 27)"
395883,1.2.0.0/16,"(395883, 22773, 49544, 2152, 25)"
395884,1.2.0.0/16,"(395884, 3356, 10886, 27)"
395885,1.2.0.0/16,"(395885, 174, 10886, 27)"
395888,1.2.0.0/16,"(395888, 33588, 7843, 2152, 25)"
395890,1.2.0.0/16,"(395890, 3356, 10886, 27)"
395891,1.2.0.0/16,"(395891, 174, 10886, 27)"
395896,1.2.0.0/16,"(395896, 11714, 6939, 2152, 25)"
395898,1.2.0.0/16,"(395898, 397423, 6939, 2152, 25)"
395899,1.2.0.0/16,"(395899, 376, 49544, 2152, 25)"
395900,1.2.0.0/16,"(395900, 6461, 10886, 27)"
395902,1.2.0.0/16,"(395902, 10396, 3356, 10886, 27)"
395905,1.2.0.0/16,"(395905, 2707, 6939, 2152, 25)"
395906,1.2.0.0/16,"(395906, 7029, 42, 10886, 27)"
395908,1.2.0.0/16,"(395908, 11351, 7843, 2152, 25)"
395911,1.2.0.0/16,"(395911, 46887, 2906, 2152, 25)"
395912,1.2.0.0/16,"(395912, 11320, 286, 42, 10886, 27)"
395913,1.2.0.0/16,"(395913, 577, 174, 10886, 27)"
395914,1.2.0.0/16,"(395914, 5650, 293, 10886, 27)"
395915,1.2.0.0/16,"(395915, 6939, 2152, 25)"
395917,1.2.0.0/16,"(395917, 29802, 293, 10886, 27)"
395918,1.2.0.0/16,"(395918, 209, 3257, 10886, 27)"
395922,1.2.0.0/16,"(395922, 3356, 10886, 27)"
395923,1.2.0.0/16,"(395923, 13886, 7018, 174, 10886, 27)"
395924,1.2.0.0/16,"(395924, 7018, 3257, 10886, 27)"
395926,1.2.0.0/16,"(395926, 6461, 10886, 27)"
395927,1.2.0.0/16,"(395927, 3356, 10886, 27)"
395928,1.2.0.0/16,"(395928, 46887, 2906, 2152, 25)"
395929,1.2.0.0/16,"(395929, 6461, 10886, 27)"
395930,1.2.0.0/16,"(395930, 3356, 10886, 27)"
395931,1.2.0.0/16,"(395931, 174, 10886, 27)"
395932,1.2.0.0/16,"(395932, 399226, 49544, 2152, 25)"
395933,1.2.0.0/16,"(395933, 3356, 10886, 27)"
395936,1.2.0.0/16,"(395936, 7018, 3257, 10886, 27)"
395939,1.2.0.0/16,"(395939, 10835, 2734, 42, 10886, 27)"
395942,1.2.0.0/16,"(395942, 3356, 10886, 27)"
395943,1.2.0.0/16,"(395943, 11272, 49544, 2152, 25)"
395944,1.2.0.0/16,"(395944, 3356, 10886, 27)"
395945,1.2.0.0/16,"(395945, 20205, 3856, 11164, 2152, 25)"
395947,1.2.0.0/16,"(395947, 11666, 174, 10886, 27)"
395948,1.2.0.0/16,"(395948, 174, 10886, 27)"
395951,1.2.0.0/16,"(395951, 12180, 1299, 10886, 27)"
395952,1.2.0.0/16,"(395952, 174, 10886, 27)"
395954,1.2.0.0/16,"(395954, 174, 10886, 27)"
395955,1.2.0.0/16,"(395955, 3356, 10886, 27)"
395957,1.2.0.0/16,"(395957, 3356, 10886, 27)"
395959,1.2.0.0/16,"(395959, 702, 1299, 10886, 27)"
395960,1.2.0.0/16,"(395960, 174, 10886, 27)"
395961,1.2.0.0/16,"(395961, 64213, 293, 10886, 27)"
395962,1.2.0.0/16,"(395962, 10430, 101, 293, 10886, 27)"
395963,1.2.0.0/16,"(395963, 2381, 42, 10886, 27)"
395965,1.2.0.0/16,"(395965, 174, 10886, 27)"
395967,1.2.0.0/16,"(395967, 62943, 34927, 42, 10886, 27)"
395968,1.2.0.0/16,"(395968, 53764, 6939, 2152, 25)"
395969,1.2.0.0/16,"(395969, 6461, 10886, 27)"
395971,1.2.0.0/16,"(395971, 174, 10886, 27)"
395972,1.2.0.0/16,"(395972, 3356, 10886, 27)"
395973,1.2.0.0/16,"(395973, 6461, 10886, 27)"
395974,1.2.0.0/16,"(395974, 33650, 7922, 42, 10886, 27)"
395975,1.2.0.0/16,"(395975, 7018, 3257, 10886, 27)"
395976,1.2.0.0/16,"(395976, 6461, 10886, 27)"
395978,1.2.0.0/16,"(395978, 7018, 3257, 10886, 27)"
395979,1.2.0.0/16,"(395979, 15830, 42, 10886, 27)"
395980,1.2.0.0/16,"(395980, 33652, 3356, 10886, 27)"
395982,1.2.0.0/16,"(395982, 13760, 293, 10886, 27)"
395987,1.2.0.0/16,"(395987, 21976, 32590, 2152, 25)"
395988,1.2.0.0/16,"(395988, 174, 10886, 27)"
395989,1.2.0.0/16,"(395989, 13335, 2152, 25)"
395990,1.2.0.0/16,"(395990, 13428, 49544, 2152, 25)"
395991,1.2.0.0/16,"(395991, 271, 6509, 293, 10886, 27)"
395993,1.2.0.0/16,"(395993, 10242, 7575, 2152, 25)"
395994,1.2.0.0/16,"(395994, 11475, 3356, 10886, 27)"
395997,1.2.0.0/16,"(395997, 22652, 42, 10886, 27)"
395998,1.2.0.0/16,"(395998, 15085, 49544, 2152, 25)"
395999,1.2.0.0/16,"(395999, 11550, 1299, 10886, 27)"
396000,1.2.0.0/16,"(396000, 3356, 10886, 27)"
396001,1.2.0.0/16,"(396001, 6461, 10886, 27)"
396002,1.2.0.0/16,"(396002, 3561, 58057, 42, 10886, 27)"
396004,1.2.0.0/16,"(396004, 19969, 49544, 2152, 25)"
396005,1.2.0.0/16,"(396005, 6327, 2516, 2152, 25)"
396006,1.2.0.0/16,"(396006, 7782, 7575, 2152, 25)"
396010,1.2.0.0/16,"(396010, 11272, 49544, 2152, 25)"
396011,1.2.0.0/16,"(396011, 701, 3257, 10886, 27)"
396012,1.2.0.0/16,"(396012, 3356, 10886, 27)"
396013,1.2.0.0/16,"(396013, 174, 10886, 27)"
396014,1.2.0.0/16,"(396014, 7226, 6461, 10886, 27)"
396016,1.2.0.0/16,"(396016, 3356, 10886, 27)"
396017,1.2.0.0/16,"(396017, 6461, 10886, 27)"
396018,1.2.0.0/16,"(396018, 3356, 10886, 27)"
396020,1.2.0.0/16,"(396020, 3737, 293, 10886, 27)"
396021,1.2.0.0/16,"(396021, 33491, 7922, 11164, 2152, 25)"
396024,1.2.0.0/16,"(396024, 20055, 2635, 2152, 25)"
396026,1.2.0.0/16,"(396026, 174, 10886, 27)"
396027,1.2.0.0/16,"(396027, 19653, 2635, 2152, 25)"
396028,1.2.0.0/16,"(396028, 81, 174, 10886, 27)"
396029,1.2.0.0/16,"(396029, 3356, 10886, 27)"
396030,1.2.0.0/16,"(396030, 11404, 293, 10886, 27)"
396031,1.2.0.0/16,"(396031, 174, 10886, 27)"
396032,1.2.0.0/16,"(396032, 6939, 2152, 25)"
396033,1.2.0.0/16,"(396033, 6461, 10886, 27)"
396034,1.2.0.0/16,"(396034, 22773, 49544, 2152, 25)"
396035,1.2.0.0/16,"(396035, 10796, 6939, 2152, 25)"
396036,1.2.0.0/16,"(396036, 7018, 3257, 10886, 27)"
396037,1.2.0.0/16,"(396037, 174, 10886, 27)"
396040,1.2.0.0/16,"(396040, 293, 10886, 27)"
396041,1.2.0.0/16,"(396041, 174, 10886, 27)"
396042,1.2.0.0/16,"(396042, 46887, 2906, 2152, 25)"
396045,1.2.0.0/16,"(396045, 19016, 293, 10886, 27)"
396046,1.2.0.0/16,"(396046, 174, 10886, 27)"
396049,1.2.0.0/16,"(396049, 17378, 14907, 2152, 25)"
396051,1.2.0.0/16,"(396051, 22324, 49544, 2152, 25)"
396052,1.2.0.0/16,"(396052, 11758, 293, 10886, 27)"
396053,1.2.0.0/16,"(396053, 174, 10886, 27)"
396054,1.2.0.0/16,"(396054, 701, 3257, 10886, 27)"
396056,1.2.0.0/16,"(396056, 15305, 6939, 2152, 25)"
396057,1.2.0.0/16,"(396057, 3356, 10886, 27)"
396062,1.2.0.0/16,"(396062, 701, 3257, 10886, 27)"
396065,1.2.0.0/16,"(396065, 5650, 293, 10886, 27)"
396066,1.2.0.0/16,"(396066, 5650, 293, 10886, 27)"
396070,1.2.0.0/16,"(396070, 20115, 2152, 25)"
396071,1.2.0.0/16,"(396071, 3356, 10886, 27)"
396072,1.2.0.0/16,"(396072, 23005, 1299, 10886, 27)"
396073,1.2.0.0/16,"(396073, 174, 10886, 27)"
396074,1.2.0.0/16,"(396074, 7828, 174, 10886, 27)"
396076,1.2.0.0/16,"(396076, 9038, 49544, 2152, 25)"
396077,1.2.0.0/16,"(396077, 174, 10886, 27)"
396078,1.2.0.0/16,"(396078, 36086, 6939, 2152, 25)"
396080,1.2.0.0/16,"(396080, 20115, 2152, 25)"
396081,1.2.0.0/16,"(396081, 15164, 14907, 2152, 25)"
396082,1.2.0.0/16,"(396082, 11992, 7018, 3257, 10886, 27)"
396083,1.2.0.0/16,"(396083, 21508, 7922, 42, 10886, 27)"
396084,1.2.0.0/16,"(396084, 6327, 2516, 2152, 25)"
396085,1.2.0.0/16,"(396085, 174, 10886, 27)"
396086,1.2.0.0/16,"(396086, 1968, 286, 42, 10886, 27)"
396087,1.2.0.0/16,"(396087, 6059, 6939, 2152, 25)"
396089,1.2.0.0/16,"(396089, 7018, 3257, 10886, 27)"
396090,1.2.0.0/16,"(396090, 33363, 20115, 11164, 2152, 25)"
396091,1.2.0.0/16,"(396091, 6461, 10886, 27)"
396093,1.2.0.0/16,"(396093, 7018, 3257, 10886, 27)"
396094,1.2.0.0/16,"(396094, 15305, 6939, 2152, 25)"
396096,1.2.0.0/16,"(396096, 15164, 14907, 2152, 25)"
396097,1.2.0.0/16,"(396097, 7575, 2152, 25)"
396098,1.2.0.0/16,"(396098, 293, 2516, 2152, 25)"
396099,1.2.0.0/16,"(396099, 18779, 49544, 2152, 25)"
396100,1.2.0.0/16,"(396100, 6939, 2152, 25)"
396101,1.2.0.0/16,"(396101, 174, 10886, 27)"
396103,1.2.0.0/16,"(396103, 22702, 7575, 2152, 25)"
396104,1.2.0.0/16,"(396104, 3356, 10886, 27)"
396106,1.2.0.0/16,"(396106, 199524, 2152, 25)"
396107,1.2.0.0/16,"(396107, 19754, 293, 10886, 27)"
396108,1.2.0.0/16,"(396108, 20473, 293, 10886, 27)"
396109,1.2.0.0/16,"(396109, 3356, 10886, 27)"
396110,1.2.0.0/16,"(396110, 577, 174, 10886, 27)"
396113,1.2.0.0/16,"(396113, 6461, 10886, 27)"
396115,1.2.0.0/16,"(396115, 3356, 10886, 27)"
396117,1.2.0.0/16,"(396117, 174, 10886, 27)"
396119,1.2.0.0/16,"(396119, 11232, 8220, 2152, 25)"
396121,1.2.0.0/16,"(396121, 701, 3257, 10886, 27)"
396122,1.2.0.0/16,"(396122, 174, 10886, 27)"
396125,1.2.0.0/16,"(396125, 7575, 2152, 25)"
396126,1.2.0.0/16,"(396126, 13335, 2152, 25)"
396128,1.2.0.0/16,"(396128, 1968, 286, 42, 10886, 27)"
396129,1.2.0.0/16,"(396129, 852, 2635, 2152, 25)"
396130,1.2.0.0/16,"(396130, 46887, 2906, 2152, 25)"
396133,1.2.0.0/16,"(396133, 7018, 3257, 10886, 27)"
396135,1.2.0.0/16,"(396135, 3356, 10886, 27)"
396136,1.2.0.0/16,"(396136, 17077, 49544, 2152, 25)"
396138,1.2.0.0/16,"(396138, 7018, 3257, 10886, 27)"
396141,1.2.0.0/16,"(396141, 174, 10886, 27)"
396142,1.2.0.0/16,"(396142, 32489, 49544, 2152, 25)"
396145,1.2.0.0/16,"(396145, 3356, 10886, 27)"
396146,1.2.0.0/16,"(396146, 3356, 10886, 27)"
396148,1.2.0.0/16,"(396148, 701, 3257, 10886, 27)"
396151,1.2.0.0/16,"(396151, 17378, 14907, 2152, 25)"
396152,1.2.0.0/16,"(396152, 40264, 20115, 2152, 25)"
396155,1.2.0.0/16,"(396155, 3549, 13335, 2152, 25)"
396157,1.2.0.0/16,"(396157, 3356, 10886, 27)"
396158,1.2.0.0/16,"(396158, 395558, 9009, 293, 10886, 27)"
396160,1.2.0.0/16,"(396160, 11817, 6939, 2152, 25)"
396161,1.2.0.0/16,"(396161, 15164, 14907, 2152, 25)"
396162,1.2.0.0/16,"(396162, 3356, 10886, 27)"
396163,1.2.0.0/16,"(396163, 174, 10886, 27)"
396164,1.2.0.0/16,"(396164, 11232, 8220, 2152, 25)"
396165,1.2.0.0/16,"(396165, 11404, 293, 10886, 27)"
396167,1.2.0.0/16,"(396167, 701, 174, 10886, 27)"
396168,1.2.0.0/16,"(396168, 174, 10886, 27)"
396169,1.2.0.0/16,"(396169, 7018, 3257, 10886, 27)"
396173,1.2.0.0/16,"(396173, 32787, 293, 10886, 27)"
396174,1.2.0.0/16,"(396174, 174, 10886, 27)"
396175,1.2.0.0/16,"(396175, 209, 3257, 10886, 27)"
396176,1.2.0.0/16,"(396176, 3356, 10886, 27)"
396177,1.2.0.0/16,"(396177, 174, 10886, 27)"
396178,1.2.0.0/16,"(396178, 15169, 2152, 25)"
396179,1.2.0.0/16,"(396179, 22773, 49544, 2152, 25)"
396181,1.2.0.0/16,"(396181, 3356, 10886, 27)"
396182,1.2.0.0/16,"(396182, 20115, 2152, 25)"
396185,1.2.0.0/16,"(396185, 22299, 8220, 2152, 25)"
396188,1.2.0.0/16,"(396188, 174, 10886, 27)"
396189,1.2.0.0/16,"(396189, 11817, 6939, 2152, 25)"
396190,1.2.0.0/16,"(396190, 174, 10886, 27)"
396191,1.2.0.0/16,"(396191, 13739, 174, 10886, 27)"
396192,1.2.0.0/16,"(396192, 701, 3257, 10886, 27)"
396193,1.2.0.0/16,"(396193, 20115, 2152, 25)"
396194,1.2.0.0/16,"(396194, 6461, 10886, 27)"
396202,1.2.0.0/16,"(396202, 22418, 49544, 2152, 25)"
396204,1.2.0.0/16,"(396204, 3561, 58057, 42, 10886, 27)"
396205,1.2.0.0/16,"(396205, 286, 10886, 27)"
396206,1.2.0.0/16,"(396206, 7018, 3257, 10886, 27)"
396207,1.2.0.0/16,"(396207, 394903, 3356, 10886, 27)"
396208,1.2.0.0/16,"(396208, 11353, 6461, 10886, 27)"
396209,1.2.0.0/16,"(396209, 701, 3257, 10886, 27)"
396210,1.2.0.0/16,"(396210, 7018, 3257, 10886, 27)"
396211,1.2.0.0/16,"(396211, 13876, 286, 42, 10886, 27)"
396212,1.2.0.0/16,"(396212, 6461, 10886, 27)"
396214,1.2.0.0/16,"(396214, 46887, 2906, 2152, 25)"
396215,1.2.0.0/16,"(396215, 3356, 10886, 27)"
396218,1.2.0.0/16,"(396218, 6461, 10886, 27)"
396219,1.2.0.0/16,"(396219, 32425, 8220, 2152, 25)"
396220,1.2.0.0/16,"(396220, 20055, 2635, 2152, 25)"
396222,1.2.0.0/16,"(396222, 701, 3257, 10886, 27)"
396223,1.2.0.0/16,"(396223, 13335, 2152, 25)"
396224,1.2.0.0/16,"(396224, 30517, 6939, 2152, 25)"
396226,1.2.0.0/16,"(396226, 7795, 293, 10886, 27)"
396229,1.2.0.0/16,"(396229, 286, 10886, 27)"
396230,1.2.0.0/16,"(396230, 40264, 20115, 2152, 25)"
396231,1.2.0.0/16,"(396231, 7018, 3257, 10886, 27)"
396233,1.2.0.0/16,"(396233, 3356, 10886, 27)"
396236,1.2.0.0/16,"(396236, 13654, 174, 10886, 27)"
396238,1.2.0.0/16,"(396238, 49544, 2152, 25)"
396240,1.2.0.0/16,"(396240, 701, 3257, 10886, 27)"
396241,1.2.0.0/16,"(396241, 3356, 10886, 27)"
396242,1.2.0.0/16,"(396242, 7018, 3257, 10886, 27)"
396243,1.2.0.0/16,"(396243, 3356, 10886, 27)"
396246,1.2.0.0/16,"(396246, 6677, 14907, 2152, 25)"
396247,1.2.0.0/16,"(396247, 7018, 3257, 10886, 27)"
396252,1.2.0.0/16,"(396252, 12213, 6939, 2152, 25)"
396253,1.2.0.0/16,"(396253, 174, 10886, 27)"
396254,1.2.0.0/16,"(396254, 3356, 10886, 27)"
396257,1.2.0.0/16,"(396257, 15164, 14907, 2152, 25)"
396258,1.2.0.0/16,"(396258, 3356, 10886, 27)"
396259,1.2.0.0/16,"(396259, 12400, 14907, 2152, 25)"
396260,1.2.0.0/16,"(396260, 23089, 49544, 2152, 25)"
396262,1.2.0.0/16,"(396262, 33667, 3356, 10886, 27)"
396264,1.2.0.0/16,"(396264, 6939, 2152, 25)"
396267,1.2.0.0/16,"(396267, 174, 10886, 27)"
396268,1.2.0.0/16,"(396268, 26801, 6939, 2152, 25)"
396269,1.2.0.0/16,"(396269, 174, 10886, 27)"
396270,1.2.0.0/16,"(396270, 5693, 3356, 10886, 27)"
396271,1.2.0.0/16,"(396271, 11351, 7843, 2152, 25)"
396272,1.2.0.0/16,"(396272, 3356, 10886, 27)"
396274,1.2.0.0/16,"(396274, 3356, 10886, 27)"
396275,1.2.0.0/16,"(396275, 3356, 10886, 27)"
396276,1.2.0.0/16,"(396276, 3356, 10886, 27)"
396278,1.2.0.0/16,"(396278, 6939, 2152, 25)"
396279,1.2.0.0/16,"(396279, 19108, 6939, 2152, 25)"
396280,1.2.0.0/16,"(396280, 174, 10886, 27)"
396281,1.2.0.0/16,"(396281, 7018, 3257, 10886, 27)"
396283,1.2.0.0/16,"(396283, 174, 10886, 27)"
396284,1.2.0.0/16,"(396284, 23033, 293, 10886, 27)"
396285,1.2.0.0/16,"(396285, 3356, 10886, 27)"
396286,1.2.0.0/16,"(396286, 3356, 10886, 27)"
396287,1.2.0.0/16,"(396287, 400146, 14907, 2152, 25)"
396288,1.2.0.0/16,"(396288, 14230, 6939, 2152, 25)"
396289,1.2.0.0/16,"(396289, 852, 2635, 2152, 25)"
396290,1.2.0.0/16,"(396290, 3356, 10886, 27)"
396291,1.2.0.0/16,"(396291, 174, 10886, 27)"
396292,1.2.0.0/16,"(396292, 3356, 10886, 27)"
396294,1.2.0.0/16,"(396294, 16696, 293, 10886, 27)"
396295,1.2.0.0/16,"(396295, 174, 10886, 27)"
396296,1.2.0.0/16,"(396296, 6939, 2152, 25)"
396298,1.2.0.0/16,"(396298, 49544, 2152, 25)"
396299,1.2.0.0/16,"(396299, 7018, 174, 10886, 27)"
396301,1.2.0.0/16,"(396301, 7018, 3257, 10886, 27)"
396302,1.2.0.0/16,"(396302, 54841, 6939, 2152, 25)"
396304,1.2.0.0/16,"(396304, 33576, 286, 42, 10886, 27)"
396305,1.2.0.0/16,"(396305, 7029, 42, 10886, 27)"
396306,1.2.0.0/16,"(396306, 577, 174, 10886, 27)"
396307,1.2.0.0/16,"(396307, 20115, 2152, 25)"
396310,1.2.0.0/16,"(396310, 2152, 25)"
396311,1.2.0.0/16,"(396311, 3356, 10886, 27)"
396312,1.2.0.0/16,"(396312, 209, 3257, 10886, 27)"
396313,1.2.0.0/16,"(396313, 174, 10886, 27)"
396314,1.2.0.0/16,"(396314, 209, 3257, 10886, 27)"
396316,1.2.0.0/16,"(396316, 6939, 2152, 25)"
396317,1.2.0.0/16,"(396317, 49544, 2152, 25)"
396318,1.2.0.0/16,"(396318, 7018, 3257, 10886, 27)"
396319,1.2.0.0/16,"(396319, 60068, 2516, 2152, 25)"
396320,1.2.0.0/16,"(396320, 6461, 10886, 27)"
396321,1.2.0.0/16,"(396321, 3356, 10886, 27)"
396322,1.2.0.0/16,"(396322, 701, 3257, 10886, 27)"
396323,1.2.0.0/16,"(396323, 3356, 10886, 27)"
396324,1.2.0.0/16,"(396324, 7018, 3257, 10886, 27)"
396325,1.2.0.0/16,"(396325, 174, 10886, 27)"
396326,1.2.0.0/16,"(396326, 16717, 7018, 3257, 10886, 27)"
396327,1.2.0.0/16,"(396327, 7106, 20205, 3856, 11164, 2152, 25)"
396330,1.2.0.0/16,"(396330, 53610, 293, 10886, 27)"
396332,1.2.0.0/16,"(396332, 7018, 3257, 10886, 27)"
396333,1.2.0.0/16,"(396333, 12213, 6939, 2152, 25)"
396334,1.2.0.0/16,"(396334, 5078, 293, 10886, 27)"
396335,1.2.0.0/16,"(396335, 3356, 10886, 27)"
396336,1.2.0.0/16,"(396336, 2731, 6939, 2152, 25)"
396337,1.2.0.0/16,"(396337, 7018, 3257, 10886, 27)"
396338,1.2.0.0/16,"(396338, 174, 10886, 27)"
396341,1.2.0.0/16,"(396341, 53359, 6327, 2516, 2152, 25)"
396343,1.2.0.0/16,"(396343, 3356, 10886, 27)"
396344,1.2.0.0/16,"(396344, 6461, 10886, 27)"
396345,1.2.0.0/16,"(396345, 4922, 6939, 2152, 25)"
396348,1.2.0.0/16,"(396348, 3356, 10886, 27)"
396350,1.2.0.0/16,"(396350, 174, 10886, 27)"
396354,1.2.0.0/16,"(396354, 174, 10886, 27)"
396356,1.2.0.0/16,"(396356, 9505, 2152, 25)"
396358,1.2.0.0/16,"(396358, 3356, 10886, 27)"
396359,1.2.0.0/16,"(396359, 174, 10886, 27)"
396362,1.2.0.0/16,"(396362, 174, 10886, 27)"
396365,1.2.0.0/16,"(396365, 7459, 14907, 2152, 25)"
396367,1.2.0.0/16,"(396367, 6461, 10886, 27)"
396368,1.2.0.0/16,"(396368, 12025, 49544, 2152, 25)"
396369,1.2.0.0/16,"(396369, 15164, 14907, 2152, 25)"
396370,1.2.0.0/16,"(396370, 2914, 293, 10886, 27)"
396372,1.2.0.0/16,"(396372, 209, 3257, 10886, 27)"
396374,1.2.0.0/16,"(396374, 852, 2635, 2152, 25)"
396375,1.2.0.0/16,"(396375, 4922, 6939, 2152, 25)"
396377,1.2.0.0/16,"(396377, 21559, 49544, 2152, 25)"
396379,1.2.0.0/16,"(396379, 3356, 10886, 27)"
396380,1.2.0.0/16,"(396380, 7018, 3257, 10886, 27)"
396381,1.2.0.0/16,"(396381, 600, 14907, 2152, 25)"
396382,1.2.0.0/16,"(396382, 701, 3257, 10886, 27)"
