asn,prefix,as_path
24433,1.2.0.0/16,"(7575, 2152, 25)"
24434,1.2.0.0/16,"(7575, 2152, 25)"
24436,1.2.0.0/16,"(7575, 2152, 25)"
24437,1.2.0.0/16,"(7575, 2152, 25)"
24510,1.2.0.0/16,"(7575, 2152, 25)"
208447,1.2.0.0/16,"(50509, 6762, 3257, 10886, 27)"
37989,1.2.0.0/16,"(18106, 174, 10886, 27)"
38076,1.2.0.0/16,"(7575, 2152, 25)"
215586,1.2.0.0/16,"(1257, 3356, 2152, 25)"
45128,1.2.0.0/16,"(7575, 2152, 25)"
45411,1.2.0.0/16,"(15830, 6762, 3257, 10886, 27)"
46069,1.2.0.0/16,"(7575, 2152, 25)"
140583,1.2.0.0/16,"(4764, 174, 10886, 27)"
396270,1.2.0.0/16,"(5693, 3356, 2152, 25)"
55354,1.2.0.0/16,"(7575, 2152, 25)"
141002,1.2.0.0/16,"(4764, 174, 10886, 27)"
55773,1.2.0.0/16,"(7575, 2152, 25)"
399352,1.2.0.0/16,"(3356, 2152, 25)"
58436,1.2.0.0/16,"(7713, 3356, 2152, 25)"
132320,1.2.0.0/16,"(7575, 2152, 25)"
132900,1.2.0.0/16,"(7575, 2152, 25)"
134043,1.2.0.0/16,"(135817, 9498, 3356, 2152, 25)"
48814,1.2.0.0/16,"(9121, 3356, 2152, 25)"
47862,1.2.0.0/16,"(5384, 8966, 1299, 10886, 27)"
133091,1.2.0.0/16,"(7575, 2152, 25)"
133120,1.2.0.0/16,"(45437, 1299, 10886, 27)"
47977,1.2.0.0/16,"(42845, 6762, 3257, 10886, 27)"
133206,1.2.0.0/16,"(137409, 174, 10886, 27)"
48882,1.2.0.0/16,"(50509, 6762, 3257, 10886, 27)"
134111,1.2.0.0/16,"(7575, 2152, 25)"
48886,1.2.0.0/16,"(20562, 15703, 57866, 6830, 3257, 10886, 27)"
134115,1.2.0.0/16,"(7575, 2152, 25)"
134142,1.2.0.0/16,"(7575, 2152, 25)"
48914,1.2.0.0/16,"(2854, 1299, 10886, 27)"
134143,1.2.0.0/16,"(63956, 174, 10886, 27)"
263701,1.2.0.0/16,"(394684, 174, 10886, 27)"
8014,1.2.0.0/16,"(23520, 3356, 2152, 25)"
49935,1.2.0.0/16,"(174, 10886, 27)"
135164,1.2.0.0/16,"(7575, 2152, 25)"
50664,1.2.0.0/16,"(174, 10886, 27)"
135893,1.2.0.0/16,"(7575, 2152, 25)"
50784,1.2.0.0/16,"(16246, 5610, 174, 10886, 27)"
136013,1.2.0.0/16,"(7575, 2152, 25)"
137156,1.2.0.0/16,"(133694, 9583, 174, 10886, 27)"
50787,1.2.0.0/16,"(12389, 174, 10886, 27)"
136016,1.2.0.0/16,"(7575, 2152, 25)"
51512,1.2.0.0/16,"(2860, 174, 10886, 27)"
136753,1.2.0.0/16,"(7575, 2152, 25)"
51683,1.2.0.0/16,"(34984, 3257, 10886, 27)"
136912,1.2.0.0/16,"(7575, 2152, 25)"
51685,1.2.0.0/16,"(35598, 174, 10886, 27)"
51692,1.2.0.0/16,"(42831, 3257, 10886, 27)"
136921,1.2.0.0/16,"(7575, 2152, 25)"
137400,1.2.0.0/16,"(7575, 2152, 25)"
52347,1.2.0.0/16,"(174, 10886, 27)"
137576,1.2.0.0/16,"(24516, 174, 10886, 27)"
393652,1.2.0.0/16,"(15164, 174, 10886, 27)"
137965,1.2.0.0/16,"(7575, 2152, 25)"
394764,1.2.0.0/16,"(20055, 174, 10886, 27)"
53848,1.2.0.0/16,"(174, 10886, 27)"
395728,1.2.0.0/16,"(3356, 2152, 25)"
140041,1.2.0.0/16,"(7575, 2152, 25)"
54822,1.2.0.0/16,"(25645, 174, 10886, 27)"
140051,1.2.0.0/16,"(24516, 174, 10886, 27)"
56173,1.2.0.0/16,"(10310, 2152, 25)"
397089,1.2.0.0/16,"(3356, 2152, 25)"
141402,1.2.0.0/16,"(7575, 2152, 25)"
398300,1.2.0.0/16,"(6461, 10886, 27)"
142613,1.2.0.0/16,"(7575, 2152, 25)"
399443,1.2.0.0/16,"(15994, 3356, 2152, 25)"
58527,1.2.0.0/16,"(9230, 139901, 174, 10886, 27)"
64076,1.2.0.0/16,"(9790, 3356, 2152, 25)"
149305,1.2.0.0/16,"(7575, 2152, 25)"
149872,1.2.0.0/16,"(7575, 2152, 25)"
151649,1.2.0.0/16,"(7575, 2152, 25)"
153547,1.2.0.0/16,"(135027, 24516, 174, 10886, 27)"
398960,1.2.0.0/16,"(18530, 174, 10886, 27)"
263274,1.2.0.0/16,"(6057, 174, 10886, 27)"
7587,1.2.0.0/16,"(38758, 7713, 3356, 2152, 25)"
208756,1.2.0.0/16,"(35753, 174, 10886, 27)"
38298,1.2.0.0/16,"(7594, 3356, 2152, 25)"
209069,1.2.0.0/16,"(51060, 3257, 10886, 27)"
45240,1.2.0.0/16,"(15830, 6762, 3257, 10886, 27)"
149160,1.2.0.0/16,"(7552, 3356, 2152, 25)"
63931,1.2.0.0/16,"(24516, 174, 10886, 27)"
46884,1.2.0.0/16,"(7018, 3257, 10886, 27)"
132113,1.2.0.0/16,"(7594, 3356, 2152, 25)"
47039,1.2.0.0/16,"(40264, 20115, 2152, 25)"
132268,1.2.0.0/16,"(9790, 3356, 2152, 25)"
135027,1.2.0.0/16,"(24516, 174, 10886, 27)"
136170,1.2.0.0/16,"(13335, 2152, 25)"
50941,1.2.0.0/16,"(9121, 3356, 2152, 25)"
141457,1.2.0.0/16,"(7594, 3356, 2152, 25)"
142588,1.2.0.0/16,"(134143, 63956, 174, 10886, 27)"
265027,1.2.0.0/16,"(269553, 3356, 2152, 25)"
9340,1.2.0.0/16,"(13335, 2152, 25)"
51383,1.2.0.0/16,"(205132, 3223, 6762, 3257, 10886, 27)"
209288,1.2.0.0/16,"(41960, 1299, 10886, 27)"
132136,1.2.0.0/16,"(7628, 7545, 3356, 2152, 25)"
133279,1.2.0.0/16,"(9498, 3356, 2152, 25)"
48050,1.2.0.0/16,"(12695, 3216, 174, 10886, 27)"
208620,1.2.0.0/16,"(6848, 3356, 2152, 25)"
38162,1.2.0.0/16,"(7632, 174, 10886, 27)"
394526,1.2.0.0/16,"(3356, 2152, 25)"
53610,1.2.0.0/16,"(174, 10886, 27)"
138839,1.2.0.0/16,"(7632, 174, 10886, 27)"
397294,1.2.0.0/16,"(11404, 2152, 25)"
141607,1.2.0.0/16,"(7632, 174, 10886, 27)"
149920,1.2.0.0/16,"(7632, 174, 10886, 27)"
150530,1.2.0.0/16,"(7632, 174, 10886, 27)"
152401,1.2.0.0/16,"(7632, 174, 10886, 27)"
152794,1.2.0.0/16,"(7632, 174, 10886, 27)"
2697,1.2.0.0/16,"(7633, 9498, 3356, 2152, 25)"
23726,1.2.0.0/16,"(7633, 9498, 3356, 2152, 25)"
148000,1.2.0.0/16,"(7633, 9498, 3356, 2152, 25)"
134908,1.2.0.0/16,"(132215, 9498, 3356, 2152, 25)"
49679,1.2.0.0/16,"(9049, 1299, 10886, 27)"
24082,1.2.0.0/16,"(7642, 174, 10886, 27)"
24184,1.2.0.0/16,"(7642, 174, 10886, 27)"
133742,1.2.0.0/16,"(7642, 174, 10886, 27)"
53853,1.2.0.0/16,"(209, 3257, 10886, 27)"
394769,1.2.0.0/16,"(237, 11164, 2152, 25)"
139082,1.2.0.0/16,"(7642, 174, 10886, 27)"
263344,1.2.0.0/16,"(273683, 3356, 2152, 25)"
7657,1.2.0.0/16,"(9500, 3356, 2152, 25)"
4695,1.2.0.0/16,"(7670, 2516, 2152, 25)"
131907,1.2.0.0/16,"(7670, 2516, 2152, 25)"
24250,1.2.0.0/16,"(7679, 174, 10886, 27)"
151375,1.2.0.0/16,"(7679, 174, 10886, 27)"
273165,1.2.0.0/16,"(61512, 3356, 2152, 25)"
17478,1.2.0.0/16,"(45629, 3356, 2152, 25)"
45197,1.2.0.0/16,"(7693, 38082, 3356, 2152, 25)"
149796,1.2.0.0/16,"(7693, 38082, 3356, 2152, 25)"
263929,1.2.0.0/16,"(267613, 174, 10886, 27)"
8242,1.2.0.0/16,"(9002, 3257, 10886, 27)"
8410,1.2.0.0/16,"(8359, 1299, 10886, 27)"
9326,1.2.0.0/16,"(7713, 3356, 2152, 25)"
265419,1.2.0.0/16,"(22381, 174, 10886, 27)"
9732,1.2.0.0/16,"(9304, 174, 10886, 27)"
268781,1.2.0.0/16,"(53115, 3356, 2152, 25)"
273683,1.2.0.0/16,"(3356, 2152, 25)"
17996,1.2.0.0/16,"(7713, 3356, 2152, 25)"
60039,1.2.0.0/16,"(47143, 6762, 3257, 10886, 27)"
18051,1.2.0.0/16,"(7713, 3356, 2152, 25)"
18394,1.2.0.0/16,"(7713, 3356, 2152, 25)"
19990,1.2.0.0/16,"(16735, 3356, 2152, 25)"
23693,1.2.0.0/16,"(7713, 3356, 2152, 25)"
24212,1.2.0.0/16,"(137366, 174, 10886, 27)"
24524,1.2.0.0/16,"(7713, 3356, 2152, 25)"
198146,1.2.0.0/16,"(31242, 174, 10886, 27)"
198591,1.2.0.0/16,"(24723, 1299, 10886, 27)"
28191,1.2.0.0/16,"(267613, 174, 10886, 27)"
28202,1.2.0.0/16,"(37468, 174, 10886, 27)"
198687,1.2.0.0/16,"(39686, 3257, 10886, 27)"
28229,1.2.0.0/16,"(263444, 6762, 3257, 10886, 27)"
28309,1.2.0.0/16,"(16735, 3356, 2152, 25)"
199124,1.2.0.0/16,"(174, 10886, 27)"
28666,1.2.0.0/16,"(262287, 174, 10886, 27)"
29081,1.2.0.0/16,"(47147, 1299, 10886, 27)"
29124,1.2.0.0/16,"(20764, 174, 10886, 27)"
31272,1.2.0.0/16,"(9002, 3257, 10886, 27)"
35539,1.2.0.0/16,"(35598, 174, 10886, 27)"
38144,1.2.0.0/16,"(7713, 3356, 2152, 25)"
206328,1.2.0.0/16,"(9121, 3356, 2152, 25)"
208789,1.2.0.0/16,"(30781, 1299, 10886, 27)"
38331,1.2.0.0/16,"(7713, 3356, 2152, 25)"
208981,1.2.0.0/16,"(3216, 174, 10886, 27)"
38523,1.2.0.0/16,"(7713, 3356, 2152, 25)"
209208,1.2.0.0/16,"(62081, 174, 10886, 27)"
38750,1.2.0.0/16,"(7713, 3356, 2152, 25)"
209214,1.2.0.0/16,"(44735, 1299, 10886, 27)"
38756,1.2.0.0/16,"(7713, 3356, 2152, 25)"
209237,1.2.0.0/16,"(786, 1299, 10886, 27)"
38779,1.2.0.0/16,"(7713, 3356, 2152, 25)"
212552,1.2.0.0/16,"(60068, 174, 10886, 27)"
42094,1.2.0.0/16,"(12310, 174, 10886, 27)"
213506,1.2.0.0/16,"(196695, 9002, 3257, 10886, 27)"
43048,1.2.0.0/16,"(9002, 3257, 10886, 27)"
43714,1.2.0.0/16,"(20485, 174, 10886, 27)"
45313,1.2.0.0/16,"(7713, 3356, 2152, 25)"
45314,1.2.0.0/16,"(7713, 3356, 2152, 25)"
215778,1.2.0.0/16,"(21859, 2152, 25)"
45320,1.2.0.0/16,"(7713, 3356, 2152, 25)"
45697,1.2.0.0/16,"(7713, 3356, 2152, 25)"
45708,1.2.0.0/16,"(7713, 3356, 2152, 25)"
45733,1.2.0.0/16,"(7713, 3356, 2152, 25)"
216475,1.2.0.0/16,"(56630, 174, 10886, 27)"
46017,1.2.0.0/16,"(7713, 3356, 2152, 25)"
46031,1.2.0.0/16,"(7713, 3356, 2152, 25)"
131294,1.2.0.0/16,"(7575, 2152, 25)"
46065,1.2.0.0/16,"(7713, 3356, 2152, 25)"
132512,1.2.0.0/16,"(24482, 2914, 3257, 10886, 27)"
47283,1.2.0.0/16,"(13249, 174, 10886, 27)"
215455,1.2.0.0/16,"(9002, 3257, 10886, 27)"
47363,1.2.0.0/16,"(35598, 174, 10886, 27)"
49403,1.2.0.0/16,"(35598, 174, 10886, 27)"
135542,1.2.0.0/16,"(21859, 2152, 25)"
50313,1.2.0.0/16,"(9002, 3257, 10886, 27)"
136508,1.2.0.0/16,"(1221, 3356, 2152, 25)"
51279,1.2.0.0/16,"(51528, 9002, 3257, 10886, 27)"
51528,1.2.0.0/16,"(9002, 3257, 10886, 27)"
136993,1.2.0.0/16,"(21859, 2152, 25)"
51764,1.2.0.0/16,"(9002, 3257, 10886, 27)"
137794,1.2.0.0/16,"(9929, 4766, 2152, 25)"
52565,1.2.0.0/16,"(52965, 3356, 2152, 25)"
136651,1.2.0.0/16,"(9498, 3356, 2152, 25)"
52603,1.2.0.0/16,"(61568, 174, 10886, 27)"
393658,1.2.0.0/16,"(286, 10886, 27)"
52742,1.2.0.0/16,"(52573, 3356, 2152, 25)"
393681,1.2.0.0/16,"(174, 10886, 27)"
52765,1.2.0.0/16,"(16735, 3356, 2152, 25)"
393716,1.2.0.0/16,"(3356, 2152, 25)"
52800,1.2.0.0/16,"(262427, 174, 10886, 27)"
394002,1.2.0.0/16,"(33724, 174, 10886, 27)"
138315,1.2.0.0/16,"(9730, 9498, 3356, 2152, 25)"
53086,1.2.0.0/16,"(10429, 3356, 2152, 25)"
51943,1.2.0.0/16,"(16066, 174, 10886, 27)"
137172,1.2.0.0/16,"(9498, 3356, 2152, 25)"
394046,1.2.0.0/16,"(209, 3257, 10886, 27)"
138359,1.2.0.0/16,"(6939, 2152, 25)"
53130,1.2.0.0/16,"(52468, 174, 10886, 27)"
138383,1.2.0.0/16,"(150748, 174, 10886, 27)"
53154,1.2.0.0/16,"(15830, 6762, 3257, 10886, 27)"
55334,1.2.0.0/16,"(9304, 174, 10886, 27)"
140885,1.2.0.0/16,"(45437, 1299, 10886, 27)"
55656,1.2.0.0/16,"(7713, 3356, 2152, 25)"
55680,1.2.0.0/16,"(7713, 3356, 2152, 25)"
140930,1.2.0.0/16,"(17494, 6762, 3257, 10886, 27)"
55701,1.2.0.0/16,"(23947, 174, 10886, 27)"
10229,1.2.0.0/16,"(10310, 2152, 25)"
265916,1.2.0.0/16,"(7738, 3356, 2152, 25)"
56237,1.2.0.0/16,"(7713, 3356, 2152, 25)"
141602,1.2.0.0/16,"(58552, 6762, 3257, 10886, 27)"
397289,1.2.0.0/16,"(286, 10886, 27)"
56373,1.2.0.0/16,"(9002, 3257, 10886, 27)"
57700,1.2.0.0/16,"(12389, 174, 10886, 27)"
399294,1.2.0.0/16,"(21559, 174, 10886, 27)"
58378,1.2.0.0/16,"(7713, 3356, 2152, 25)"
399404,1.2.0.0/16,"(6939, 2152, 25)"
58488,1.2.0.0/16,"(7713, 3356, 2152, 25)"
399735,1.2.0.0/16,"(174, 10886, 27)"
58819,1.2.0.0/16,"(55655, 6939, 2152, 25)"
400065,1.2.0.0/16,"(20473, 174, 10886, 27)"
59149,1.2.0.0/16,"(7713, 3356, 2152, 25)"
61589,1.2.0.0/16,"(14840, 6762, 3257, 10886, 27)"
61768,1.2.0.0/16,"(266409, 174, 10886, 27)"
147013,1.2.0.0/16,"(7575, 2152, 25)"
61784,1.2.0.0/16,"(11432, 10429, 3356, 2152, 25)"
63490,1.2.0.0/16,"(7713, 3356, 2152, 25)"
63491,1.2.0.0/16,"(7713, 3356, 2152, 25)"
63508,1.2.0.0/16,"(7713, 3356, 2152, 25)"
63879,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149259,1.2.0.0/16,"(132215, 9498, 3356, 2152, 25)"
64030,1.2.0.0/16,"(7713, 3356, 2152, 25)"
64300,1.2.0.0/16,"(7713, 3356, 2152, 25)"
46378,1.2.0.0/16,"(174, 10886, 27)"
131607,1.2.0.0/16,"(17408, 6939, 2152, 25)"
46476,1.2.0.0/16,"(15164, 174, 10886, 27)"
131705,1.2.0.0/16,"(7713, 3356, 2152, 25)"
47619,1.2.0.0/16,"(8708, 174, 10886, 27)"
131763,1.2.0.0/16,"(7713, 3356, 2152, 25)"
132906,1.2.0.0/16,"(7545, 3356, 2152, 25)"
47677,1.2.0.0/16,"(9049, 1299, 10886, 27)"
46536,1.2.0.0/16,"(16491, 3356, 2152, 25)"
131765,1.2.0.0/16,"(7713, 3356, 2152, 25)"
45393,1.2.0.0/16,"(4766, 2152, 25)"
47414,1.2.0.0/16,"(8708, 174, 10886, 27)"
132643,1.2.0.0/16,"(7713, 3356, 2152, 25)"
47467,1.2.0.0/16,"(1257, 3356, 2152, 25)"
132696,1.2.0.0/16,"(38001, 6939, 2152, 25)"
48610,1.2.0.0/16,"(9002, 3257, 10886, 27)"
132850,1.2.0.0/16,"(7713, 3356, 2152, 25)"
47833,1.2.0.0/16,"(174, 10886, 27)"
133062,1.2.0.0/16,"(7713, 3356, 2152, 25)"
133335,1.2.0.0/16,"(7713, 3356, 2152, 25)"
48350,1.2.0.0/16,"(174, 10886, 27)"
133579,1.2.0.0/16,"(7713, 3356, 2152, 25)"
134722,1.2.0.0/16,"(24514, 6453, 3257, 10886, 27)"
49493,1.2.0.0/16,"(9186, 3257, 10886, 27)"
133817,1.2.0.0/16,"(7713, 3356, 2152, 25)"
48589,1.2.0.0/16,"(55933, 3223, 6762, 3257, 10886, 27)"
133818,1.2.0.0/16,"(7713, 3356, 2152, 25)"
49732,1.2.0.0/16,"(8359, 1299, 10886, 27)"
133824,1.2.0.0/16,"(7713, 3356, 2152, 25)"
133834,1.2.0.0/16,"(7713, 3356, 2152, 25)"
48609,1.2.0.0/16,"(34779, 174, 10886, 27)"
133838,1.2.0.0/16,"(7713, 3356, 2152, 25)"
133843,1.2.0.0/16,"(7713, 3356, 2152, 25)"
134462,1.2.0.0/16,"(7713, 3356, 2152, 25)"
134634,1.2.0.0/16,"(7713, 3356, 2152, 25)"
134653,1.2.0.0/16,"(7713, 3356, 2152, 25)"
264211,1.2.0.0/16,"(52468, 174, 10886, 27)"
8524,1.2.0.0/16,"(8452, 174, 10886, 27)"
134659,1.2.0.0/16,"(7713, 3356, 2152, 25)"
49432,1.2.0.0/16,"(48362, 1299, 10886, 27)"
134661,1.2.0.0/16,"(7713, 3356, 2152, 25)"
49524,1.2.0.0/16,"(174, 10886, 27)"
134753,1.2.0.0/16,"(9304, 174, 10886, 27)"
50667,1.2.0.0/16,"(8708, 174, 10886, 27)"
50234,1.2.0.0/16,"(174, 10886, 27)"
135463,1.2.0.0/16,"(7713, 3356, 2152, 25)"
50845,1.2.0.0/16,"(174, 10886, 27)"
136074,1.2.0.0/16,"(7713, 3356, 2152, 25)"
262203,1.2.0.0/16,"(8053, 6762, 3257, 10886, 27)"
136094,1.2.0.0/16,"(7713, 3356, 2152, 25)"
51593,1.2.0.0/16,"(48096, 8359, 1299, 10886, 27)"
136822,1.2.0.0/16,"(7713, 3356, 2152, 25)"
51635,1.2.0.0/16,"(3216, 174, 10886, 27)"
136864,1.2.0.0/16,"(7713, 3356, 2152, 25)"
136867,1.2.0.0/16,"(7713, 3356, 2152, 25)"
51660,1.2.0.0/16,"(44814, 57344, 6762, 3257, 10886, 27)"
136889,1.2.0.0/16,"(7713, 3356, 2152, 25)"
51790,1.2.0.0/16,"(174, 10886, 27)"
137019,1.2.0.0/16,"(7713, 3356, 2152, 25)"
52071,1.2.0.0/16,"(3255, 6762, 3257, 10886, 27)"
137300,1.2.0.0/16,"(7713, 3356, 2152, 25)"
52081,1.2.0.0/16,"(42781, 6412, 15412, 6762, 3257, 10886, 27)"
137310,1.2.0.0/16,"(7713, 3356, 2152, 25)"
11181,1.2.0.0/16,"(7992, 174, 10886, 27)"
52152,1.2.0.0/16,"(55002, 11404, 2152, 25)"
137381,1.2.0.0/16,"(7713, 3356, 2152, 25)"
138859,1.2.0.0/16,"(7713, 3356, 2152, 25)"
53736,1.2.0.0/16,"(286, 10886, 27)"
138965,1.2.0.0/16,"(58453, 174, 10886, 27)"
54174,1.2.0.0/16,"(32787, 6762, 3257, 10886, 27)"
395090,1.2.0.0/16,"(701, 3257, 10886, 27)"
139403,1.2.0.0/16,"(7713, 3356, 2152, 25)"
54752,1.2.0.0/16,"(32475, 13789, 1828, 2152, 25)"
395668,1.2.0.0/16,"(174, 10886, 27)"
139981,1.2.0.0/16,"(7713, 3356, 2152, 25)"
395690,1.2.0.0/16,"(11172, 174, 10886, 27)"
54774,1.2.0.0/16,"(6461, 10886, 27)"
140003,1.2.0.0/16,"(7713, 3356, 2152, 25)"
54794,1.2.0.0/16,"(396850, 174, 10886, 27)"
140023,1.2.0.0/16,"(7713, 3356, 2152, 25)"
140401,1.2.0.0/16,"(7713, 3356, 2152, 25)"
396110,1.2.0.0/16,"(852, 174, 10886, 27)"
55194,1.2.0.0/16,"(600, 3356, 2152, 25)"
140423,1.2.0.0/16,"(7713, 3356, 2152, 25)"
141135,1.2.0.0/16,"(7713, 3356, 2152, 25)"
396831,1.2.0.0/16,"(7018, 3257, 10886, 27)"
141144,1.2.0.0/16,"(7713, 3356, 2152, 25)"
141641,1.2.0.0/16,"(7713, 3356, 2152, 25)"
56413,1.2.0.0/16,"(24645, 8764, 174, 10886, 27)"
397329,1.2.0.0/16,"(209, 3257, 10886, 27)"
141642,1.2.0.0/16,"(7713, 3356, 2152, 25)"
141891,1.2.0.0/16,"(7713, 3356, 2152, 25)"
56691,1.2.0.0/16,"(197068, 1299, 10886, 27)"
397607,1.2.0.0/16,"(15164, 174, 10886, 27)"
141920,1.2.0.0/16,"(7713, 3356, 2152, 25)"
141976,1.2.0.0/16,"(7713, 3356, 2152, 25)"
57081,1.2.0.0/16,"(42000, 1299, 10886, 27)"
271868,1.2.0.0/16,"(3356, 2152, 25)"
16181,1.2.0.0/16,"(8772, 3356, 2152, 25)"
398023,1.2.0.0/16,"(5650, 3356, 2152, 25)"
57107,1.2.0.0/16,"(9002, 3257, 10886, 27)"
142336,1.2.0.0/16,"(7713, 3356, 2152, 25)"
57172,1.2.0.0/16,"(174, 10886, 27)"
142401,1.2.0.0/16,"(7713, 3356, 2152, 25)"
147093,1.2.0.0/16,"(7713, 3356, 2152, 25)"
147160,1.2.0.0/16,"(7713, 3356, 2152, 25)"
21031,1.2.0.0/16,"(8764, 174, 10886, 27)"
64089,1.2.0.0/16,"(54825, 2152, 25)"
149318,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149332,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149335,1.2.0.0/16,"(7713, 3356, 2152, 25)"
64112,1.2.0.0/16,"(7303, 3257, 10886, 27)"
149341,1.2.0.0/16,"(7713, 3356, 2152, 25)"
64134,1.2.0.0/16,"(12956, 3257, 10886, 27)"
149363,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149369,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149372,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149388,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149402,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149669,1.2.0.0/16,"(7713, 3356, 2152, 25)"
64447,1.2.0.0/16,"(34984, 3257, 10886, 27)"
149676,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149688,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149721,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149722,1.2.0.0/16,"(7713, 3356, 2152, 25)"
23593,1.2.0.0/16,"(9318, 2152, 25)"
149723,1.2.0.0/16,"(7713, 3356, 2152, 25)"
23594,1.2.0.0/16,"(9318, 2152, 25)"
149736,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149741,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149882,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149888,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149891,1.2.0.0/16,"(7713, 3356, 2152, 25)"
149931,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150235,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150245,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150264,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150265,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150474,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150483,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150488,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150489,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150543,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150546,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150555,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150923,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150939,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150974,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150985,1.2.0.0/16,"(7713, 3356, 2152, 25)"
150987,1.2.0.0/16,"(7713, 3356, 2152, 25)"
24858,1.2.0.0/16,"(8708, 174, 10886, 27)"
150988,1.2.0.0/16,"(7713, 3356, 2152, 25)"
151011,1.2.0.0/16,"(7713, 3356, 2152, 25)"
151522,1.2.0.0/16,"(7713, 3356, 2152, 25)"
25393,1.2.0.0/16,"(9002, 3257, 10886, 27)"
151532,1.2.0.0/16,"(7713, 3356, 2152, 25)"
151536,1.2.0.0/16,"(7713, 3356, 2152, 25)"
25407,1.2.0.0/16,"(8866, 6762, 3257, 10886, 27)"
151541,1.2.0.0/16,"(7713, 3356, 2152, 25)"
25412,1.2.0.0/16,"(8220, 2152, 25)"
151567,1.2.0.0/16,"(7713, 3356, 2152, 25)"
151573,1.2.0.0/16,"(7713, 3356, 2152, 25)"
151578,1.2.0.0/16,"(7713, 3356, 2152, 25)"
151593,1.2.0.0/16,"(7713, 3356, 2152, 25)"
151999,1.2.0.0/16,"(7713, 3356, 2152, 25)"
152022,1.2.0.0/16,"(7713, 3356, 2152, 25)"
152044,1.2.0.0/16,"(7713, 3356, 2152, 25)"
152074,1.2.0.0/16,"(7713, 3356, 2152, 25)"
152088,1.2.0.0/16,"(7713, 3356, 2152, 25)"
152386,1.2.0.0/16,"(7713, 3356, 2152, 25)"
152428,1.2.0.0/16,"(7713, 3356, 2152, 25)"
152765,1.2.0.0/16,"(7713, 3356, 2152, 25)"
152775,1.2.0.0/16,"(7713, 3356, 2152, 25)"
153546,1.2.0.0/16,"(7713, 3356, 2152, 25)"
27368,1.2.0.0/16,"(3356, 2152, 25)"
197826,1.2.0.0/16,"(9002, 3257, 10886, 27)"
198187,1.2.0.0/16,"(62081, 174, 10886, 27)"
198317,1.2.0.0/16,"(62081, 174, 10886, 27)"
198367,1.2.0.0/16,"(12389, 174, 10886, 27)"
198537,1.2.0.0/16,"(62081, 174, 10886, 27)"
28941,1.2.0.0/16,"(57111, 174, 10886, 27)"
31592,1.2.0.0/16,"(25091, 6762, 3257, 10886, 27)"
204679,1.2.0.0/16,"(29314, 1299, 10886, 27)"
34680,1.2.0.0/16,"(15830, 6762, 3257, 10886, 27)"
205138,1.2.0.0/16,"(34224, 3257, 10886, 27)"
205679,1.2.0.0/16,"(62081, 174, 10886, 27)"
262512,1.2.0.0/16,"(10429, 3356, 2152, 25)"
262605,1.2.0.0/16,"(262907, 3356, 2152, 25)"
262643,1.2.0.0/16,"(52468, 174, 10886, 27)"
262791,1.2.0.0/16,"(52468, 174, 10886, 27)"
262851,1.2.0.0/16,"(28202, 37468, 174, 10886, 27)"
262909,1.2.0.0/16,"(263444, 6762, 3257, 10886, 27)"
263024,1.2.0.0/16,"(52965, 3356, 2152, 25)"
263096,1.2.0.0/16,"(37468, 174, 10886, 27)"
266525,1.2.0.0/16,"(16735, 3356, 2152, 25)"
10838,1.2.0.0/16,"(7843, 2152, 25)"
7565,1.2.0.0/16,"(58717, 6762, 3257, 10886, 27)"
263252,1.2.0.0/16,"(53180, 3356, 2152, 25)"
263278,1.2.0.0/16,"(10429, 3356, 2152, 25)"
263362,1.2.0.0/16,"(37468, 174, 10886, 27)"
7734,1.2.0.0/16,"(174, 10886, 27)"
263421,1.2.0.0/16,"(16735, 3356, 2152, 25)"
263625,1.2.0.0/16,"(13335, 2152, 25)"
